platform,order_placed_dt,order_num,customer_id,quantity,gross_sales_amount,discount,tax_amount,return_ind
Phone,2/14/2014,CA-2015-112452,NC-18340,9,1273.61,0.1,63.68,0
Desktop,2/14/2014,CA-2015-102855,JF-15415,14,263.78,0,13.19,0
Phone,2/14/2014,CA-2015-119942,TT-21070,6,23.9,0.2,1.19,0
Phone,2/14/2014,CA-2015-161452,CA-11965,3,892.22,0.2,44.6,0
Phone,2/14/2014,CA-2015-167010,VT-21700,32,1636.36,2.8,81.68,0
Phone,2/14/2014,US-2015-136476,GG-14650,1,157.79,0.7,7.85,0
Desktop,2/14/2014,CA-2015-100888,MH-17455,3,47.95,0.2,2.39,0
Desktop,2/14/2014,CA-2015-124541,TT-21220,22,92.05,2.2,4.49,0
Desktop,2/14/2014,CA-2015-130554,FM-14290,3,11.74,0.2,0.58,0
Tablet,2/14/2014,CA-2015-140025,PF-19120,14,847.2,1,42.31,0
Desktop,2/14/2014,CA-2015-166492,RP-19390,6,48.5,0,2.43,0
Phone,2/14/2014,CA-2015-101000,IG-15085,3,370.14,0,18.51,0
Phone,2/14/2014,CA-2015-116512,MC-18100,3,17.94,0,0.9,0
Phone,2/14/2014,CA-2015-142027,JK-15370,3,369.91,0.2,18.49,0
Desktop,2/14/2014,CA-2015-134201,EH-14125,7,156.71,0,7.84,1
Phone,2/14/2014,CA-2015-168767,DM-12955,2,12.83,0.2,0.63,0
Desktop,2/14/2014,CA-2015-111164,SE-20110,9,513.73,0,25.69,0
Desktop,2/14/2014,CA-2015-125563,PR-18880,5,121.89,0.4,6.07,0
Tablet,2/14/2014,US-2015-136987,AR-10540,6,692.73,0.2,34.63,1
Desktop,2/14/2014,CA-2015-145415,RD-19660,3,40.74,0,2.04,0
Phone,2/14/2014,CA-2015-100216,HJ-14875,9,85.92,0.4,4.28,0
Desktop,2/14/2014,CA-2015-106257,EB-14110,4,721.49,0.4,36.05,0
Desktop,2/14/2014,CA-2015-120551,SS-20590,3,17.43,0,0.87,0
Desktop,2/14/2014,CA-2015-133452,ZC-21910,7,910.79,0.2,45.53,0
Phone,2/14/2014,CA-2015-133837,TH-21100,1,10.74,0.2,0.53,0
Desktop,2/14/2014,CA-2015-149678,AW-10840,1,12.88,0,0.64,0
Phone,2/14/2014,US-2015-120502,BT-11395,6,372.1,0.2,18.59,0
Desktop,2/14/2014,US-2015-168704,FP-14320,9,1061.33,0.8,53.03,0
Phone,2/14/2014,CA-2015-116841,TP-21130,1,35.21,0.2,1.75,0
Phone,2/14/2014,CA-2015-106215,BN-11470,4,12.58,0.2,0.62,0
Desktop,2/14/2014,CA-2015-137974,LL-16840,19,2298.9,0,114.95,0
Phone,2/14/2014,CA-2015-142734,DM-13345,2,127.76,0.1,6.38,0
Desktop,2/14/2014,CA-2015-146675,SB-20185,7,1483.53,0.4,74.16,0
Phone,2/14/2014,CA-2015-161263,TS-21160,22,239.2,1.9,11.87,0
Tablet,2/14/2014,CA-2015-148712,JM-15535,17,172.61,0.2,8.62,0
Tablet,2/14/2014,CA-2015-155306,GA-14515,17,2572.5,0.2,128.62,0
Phone,2/14/2014,CA-2015-102722,KW-16570,6,106.5,0,5.33,0
Desktop,2/14/2014,CA-2015-115742,DP-13000,15,209.55,0,10.48,0
Desktop,2/14/2014,CA-2015-142601,DE-13255,9,1009.13,0,50.46,1
Desktop,2/14/2014,US-2015-113593,NC-18415,3,115.44,0,5.77,0
Desktop,2/14/2014,US-2015-134271,RF-19735,3,21.93,0,1.1,0
Phone,2/14/2014,US-2015-163433,MP-17965,21,544.41,3.1,27.07,0
Desktop,2/14/2014,US-2015-155369,PG-18820,6,329.96,1.6,16.42,0
Phone,2/14/2014,CA-2015-109169,OT-18730,2,180.96,0,9.05,0
Phone,2/14/2014,CA-2015-142433,ES-14020,3,117.46,0.2,5.86,0
Phone,2/14/2014,CA-2015-149342,TS-21160,11,896.31,0,44.82,1
Phone,2/14/2014,CA-2015-107678,JK-16090,13,893.09,0,44.65,1
Phone,2/14/2014,CA-2015-151253,AZ-10750,6,152.92,0.2,7.64,0
Phone,2/14/2014,CA-2015-118227,DB-13270,1,25.99,0,1.3,0
Desktop,2/14/2014,CA-2015-112557,JL-15850,3,206.43,0,10.32,0
Phone,2/14/2014,CA-2015-115420,LS-16945,2,21.34,0,1.07,0
Tablet,2/14/2014,CA-2015-130365,ZC-21910,5,349.08,0.5,17.43,0
Phone,2/14/2014,CA-2015-143602,JS-15595,3,13.94,0.2,0.69,1
Phone,2/14/2014,CA-2015-153878,TS-21655,10,330.15,0,16.51,0
Phone,2/14/2014,CA-2015-122266,SA-20830,2,194.14,0.65,9.67,0
Phone,2/14/2014,CA-2015-137302,BW-11110,12,485.78,0.6,24.26,0
Desktop,2/14/2014,US-2015-114839,PW-19240,2,408.42,0.3,20.41,0
Phone,2/14/2014,US-2015-134026,JE-15745,11,1001.76,0.6,50.06,0
Desktop,2/14/2014,CA-2015-124450,GT-14710,14,2670.19,0,133.51,0
Phone,2/14/2014,CA-2015-151841,TC-21475,7,49.4,0.4,2.45,0
Phone,2/14/2014,CA-2015-120782,SD-20485,4,3999.7,0.1,199.98,0
Desktop,2/14/2014,CA-2015-130792,RA-19915,10,44.66,1.8,2.14,0
Phone,2/14/2014,CA-2015-157434,JK-15640,2,7.97,0.2,0.39,0
Phone,2/14/2014,CA-2015-103716,KB-16585,8,54.45,0.2,2.71,1
Desktop,2/14/2014,CA-2015-135174,BP-11230,5,1022.97,0.4,51.13,0
Phone,2/14/2014,US-2015-115238,JW-15220,22,281.16,0,14.06,0
Desktop,2/14/2014,US-2015-164175,PS-18970,5,213.12,0.3,10.64,0
Phone,2/14/2014,CA-2015-104486,PO-18850,6,84.56,0.2,4.22,0
Desktop,2/14/2014,CA-2015-145821,JB-15400,3,88.75,0.2,4.43,0
Phone,2/14/2014,CA-2015-161998,DB-13120,12,277.63,0.6,13.85,0
Tablet,2/14/2014,CA-2015-116687,NC-18625,6,167.23,0.4,8.34,0
Phone,2/14/2014,CA-2015-107937,JB-16045,6,665.88,0,33.29,0
Desktop,2/14/2014,CA-2015-112130,SV-20785,25,1058.19,1.5,52.83,0
Tablet,2/14/2014,CA-2015-150770,LC-16870,11,460.84,0.4,23.02,1
Desktop,2/14/2014,CA-2015-160864,NF-18595,3,13.85,0.2,0.68,0
Desktop,2/14/2014,CA-2015-110548,AH-10690,7,946.34,0.2,47.31,0
Phone,2/14/2014,CA-2015-129700,LA-16780,7,22.29,0.6,1.08,0
Phone,2/14/2014,CA-2015-144253,AS-10225,2,26.8,0,1.34,0
Desktop,2/14/2014,CA-2015-146290,SV-20815,7,125.93,0,6.3,0
Phone,2/14/2014,CA-2015-137512,AG-10675,6,259.94,0.5,12.97,0
Desktop,2/14/2014,CA-2015-147879,CC-12220,2,45.68,0,2.28,0
Desktop,2/14/2014,CA-2015-109939,AA-10375,2,5.25,0.2,0.25,0
Desktop,2/14/2014,CA-2015-113971,CB-12535,6,8.35,0.2,0.41,0
Desktop,2/14/2014,CA-2015-136798,DL-12925,8,545.91,0,27.3,0
Desktop,2/14/2014,CA-2015-142055,AB-10255,2,37.94,0,1.9,0
Phone,2/14/2014,US-2015-160857,NW-18400,18,3384.52,0.3,169.21,1
Desktop,2/14/2014,CA-2015-155635,ME-17725,3,48.81,0,2.44,0
Phone,2/14/2014,CA-2015-129217,DP-13390,7,107.75,1,5.34,0
Phone,2/14/2014,CA-2015-144043,AB-10165,4,46.69,0.2,2.32,0
Tablet,2/14/2014,CA-2015-135727,PS-18970,7,191.97,0.2,9.59,0
Desktop,2/14/2014,CA-2015-130876,AZ-10750,3,36.63,0,1.83,0
Tablet,2/14/2014,CA-2015-131856,JG-15160,17,769.02,1,38.4,0
Phone,2/14/2014,CA-2015-159380,CS-12505,9,38.52,0,1.93,0
Phone,2/14/2014,CA-2015-162607,RO-19780,3,14.59,0.2,0.72,0
Tablet,2/14/2014,US-2015-122910,LT-16765,2,201.58,0.2,10.07,0
Desktop,2/14/2014,CA-2015-145835,BF-11170,6,238.38,0.4,11.9,0
Phone,2/14/2014,CA-2015-100146,CB-12535,13,1452.79,0.55,72.61,0
Desktop,2/14/2014,CA-2015-119291,JO-15550,29,570.49,2.4,28.4,0
Desktop,2/14/2014,CA-2015-165162,HG-15025,4,1117.92,0,55.9,0
Tablet,2/14/2014,CA-2015-138492,FC-14335,2,51.97,0.2,2.59,0
Phone,2/14/2014,CA-2015-166604,AH-10690,3,17.94,0,0.9,0
Desktop,2/14/2014,CA-2015-100769,TH-21550,4,255.97,0.2,12.79,0
Phone,2/14/2014,CA-2015-100251,DV-13465,14,87.1,0,4.36,0
Phone,2/14/2014,US-2015-117184,ON-18715,8,47.37,1,2.32,0
Desktop,2/14/2014,CA-2015-165554,AJ-10780,2,10.86,0,0.54,0
Desktop,2/14/2014,CA-2015-153535,SG-20470,8,169.54,0.9,8.43,0
Phone,2/14/2014,CA-2015-102806,HG-14965,2,24.59,0.7,1.19,0
Phone,2/14/2014,CA-2015-169278,ME-18010,4,26.98,0.2,1.34,0
Desktop,2/14/2014,US-2015-168914,JE-15745,8,20.77,0.8,1,0
Phone,2/14/2014,CA-2015-149846,SB-20185,22,3862.1,0.4,193.08,0
Phone,2/14/2014,CA-2015-119102,KH-16690,3,51.45,0,2.57,0
Phone,2/14/2014,CA-2015-136805,NM-18445,14,925.83,0.1,46.29,0
Tablet,2/14/2014,CA-2015-154921,EA-14035,3,186.69,0,9.33,0
Tablet,2/14/2014,US-2015-110569,EB-13870,11,140.99,0.9,7,1
Desktop,2/14/2014,US-2015-165512,VS-21820,13,610.31,1.1,30.46,0
Phone,2/14/2014,CA-2015-109708,CY-12745,4,467.04,0.2,23.34,0
Desktop,2/14/2014,CA-2015-132941,MM-18280,11,262.72,0.6,13.11,1
Phone,2/14/2014,CA-2015-138898,JH-16180,13,845.73,0.2,42.28,0
Phone,2/14/2014,CA-2015-141768,NP-18685,3,14.73,0,0.74,0
Desktop,2/14/2014,US-2015-152128,NM-18445,5,149.2,0,7.46,0
Desktop,2/14/2014,CA-2015-143147,PS-18760,8,610.16,1,30.46,0
Phone,2/14/2014,CA-2015-148964,RD-19900,1,20.24,0,1.01,0
Desktop,2/14/2014,US-2015-113327,BF-11170,14,352.17,0.8,17.57,0
Phone,2/14/2014,CA-2015-118948,NK-18490,3,6.63,0,0.33,0
Desktop,2/14/2014,CA-2015-131758,KB-16315,8,60.87,0,3.04,0
Desktop,2/14/2014,CA-2015-135020,MS-17770,13,632.86,0.2,31.63,0
Tablet,2/14/2014,CA-2015-149601,TB-21625,6,93.79,0,4.69,0
Phone,2/14/2014,CA-2015-104297,CC-12100,3,85.06,0.2,4.24,0
Tablet,2/14/2014,CA-2015-111339,VP-21760,12,366.67,0.7,18.3,0
Desktop,2/14/2014,CA-2015-120880,JL-15850,13,740.73,0.2,37.03,0
Phone,2/14/2014,CA-2015-168277,KB-16315,3,12.39,0,0.62,0
Phone,2/14/2014,CA-2015-103177,EN-13780,8,529.14,0,26.46,0
Tablet,2/14/2014,CA-2015-163923,BD-11560,4,151.96,0,7.6,0
Desktop,2/14/2014,CA-2015-100818,JM-15265,14,234.52,1.8,11.64,0
Phone,2/14/2014,CA-2015-120677,BD-11320,8,2567.84,0,128.39,0
Desktop,2/14/2014,CA-2015-124919,SP-20650,17,244.78,0,12.24,0
Desktop,2/14/2014,CA-2015-133627,SC-20050,6,22.2,0,1.11,0
Desktop,2/14/2014,CA-2015-136224,ML-18265,3,10.27,0.2,0.5,0
Phone,2/14/2014,CA-2015-147788,TM-21010,14,1745.71,0,87.29,0
Phone,2/14/2014,CA-2015-149748,EM-13825,8,345.26,0,17.26,0
Desktop,2/14/2014,CA-2015-156153,CW-11905,6,7.56,0,0.38,0
Phone,2/14/2014,CA-2015-161242,CG-12040,2,11.76,0,0.59,0
Tablet,2/14/2014,US-2015-132836,AJ-10945,17,774.47,0,38.72,0
Tablet,2/14/2014,US-2015-163685,KE-16420,18,47.97,1,2.35,0
Tablet,2/14/2014,CA-2015-158491,BP-11155,5,1109.95,0,55.5,0
Phone,2/14/2014,CA-2015-164833,LL-16840,4,16.64,0,0.83,0
Desktop,2/14/2014,US-2015-142020,TC-21535,7,65.72,0,3.29,0
Phone,2/14/2014,CA-2015-115168,BB-11545,2,10.56,0,0.53,0
Phone,2/14/2014,CA-2015-166947,EB-13750,9,1522.64,0.1,76.13,0
Phone,2/14/2014,CA-2015-142041,EM-13810,5,7.52,0.2,0.37,0
Desktop,2/14/2014,CA-2015-157343,HD-14785,12,52.25,1.1,2.56,0
Desktop,2/14/2014,CA-2015-162201,AG-10495,35,937.61,1.9,46.79,0
Desktop,2/14/2014,CA-2015-164007,MG-17695,5,145.5,1,7.23,0
Phone,2/14/2014,CA-2015-101868,MJ-17740,13,175.32,1.6,8.69,0
Desktop,2/14/2014,CA-2015-110947,AG-10765,3,113.1,0,5.66,0
Desktop,2/14/2014,CA-2015-141012,TG-21640,7,495.74,0.2,24.78,0
Desktop,2/14/2014,CA-2015-144190,NC-18415,2,12.96,0,0.65,0
Phone,2/14/2014,CA-2015-121720,JE-15610,25,3165.74,2.6,158.16,0
Phone,2/14/2014,US-2015-123960,BD-11605,22,207.82,0,10.39,0
Phone,2/14/2014,CA-2015-104115,JH-15910,2,55.98,0.2,2.79,0
Desktop,2/14/2014,CA-2015-131779,LE-16810,5,29.9,0,1.5,0
Phone,2/14/2014,CA-2015-136105,SZ-20035,2,24.56,0,1.23,0
Tablet,2/14/2014,CA-2015-139850,GB-14575,6,64.03,0.4,3.18,0
Desktop,2/14/2014,CA-2015-104059,FC-14245,1,3.42,0.2,0.16,0
Phone,2/14/2014,CA-2015-104941,DH-13075,17,976.29,0,48.81,0
Phone,2/14/2014,CA-2015-127418,JJ-15445,3,36.62,0.2,1.82,0
Phone,2/14/2014,CA-2015-137281,BF-10975,1,6.48,0,0.32,0
Phone,2/14/2014,CA-2015-155054,PS-19045,6,106.08,0,5.3,0
Desktop,2/14/2014,CA-2015-120439,AD-10180,6,51.07,0.2,2.54,0
Desktop,2/14/2014,CA-2015-129896,PF-19120,14,496.9,0.8,24.8,0
Phone,2/14/2014,CA-2015-164567,GK-14620,3,225.58,0.2,11.27,0
Desktop,2/14/2014,US-2015-106495,AC-10450,1,11.67,0.2,0.57,0
Phone,2/14/2014,CA-2015-118955,LS-17230,8,253.34,0.7,12.63,0
Phone,2/14/2014,CA-2015-167269,PB-19150,2,6.21,0.2,0.3,0
Phone,2/14/2014,US-2015-163825,LC-16885,5,3184.36,0.2,159.21,0
Phone,2/14/2014,CA-2015-122287,SN-20560,17,101,1.8,4.96,0
Phone,2/14/2014,CA-2015-133242,KH-16510,12,1046.47,0,52.32,0
Tablet,2/14/2014,CA-2015-147011,HR-14830,4,13.63,0.2,0.67,0
Phone,2/14/2014,CA-2015-154200,BG-11740,2,51.98,0,2.6,0
Desktop,2/14/2014,CA-2015-156734,BV-11245,11,670,1.1,33.45,0
Phone,2/14/2014,CA-2015-111864,PP-18955,2,5.9,0.2,0.29,0
Phone,2/14/2014,CA-2015-121965,LH-17155,6,205.73,0,10.29,0
Tablet,2/14/2014,CA-2015-144302,ME-17320,2,5.79,0.8,0.25,0
Phone,2/14/2014,CA-2015-163734,KM-16375,5,228.92,0.2,11.44,0
Desktop,2/14/2014,CA-2015-140144,SC-20770,9,383.62,0.2,19.17,0
Phone,2/14/2014,CA-2015-158351,BC-11125,2,319.98,0.2,15.99,0
Phone,2/14/2014,US-2015-136427,JM-16195,7,125.94,0.2,6.29,0
Phone,2/14/2014,CA-2015-123330,EP-13915,3,107.98,0.2,5.39,0
Desktop,2/14/2014,CA-2015-124975,MG-17875,7,796.43,0.5,39.8,0
Phone,2/14/2014,CA-2015-128167,KL-16645,4,4.96,0,0.25,0
Desktop,2/14/2014,CA-2015-153423,SW-20455,2,1217.57,0.2,60.87,0
Phone,2/14/2014,CA-2015-106187,RF-19345,7,268.4,0,13.42,0
Phone,2/14/2014,CA-2015-122826,RD-19480,4,201.57,0.2,10.07,0
Phone,2/14/2014,CA-2015-139164,CS-12355,8,366.99,0.4,18.33,0
Phone,2/14/2014,CA-2015-115945,AB-10165,8,413.94,0.2,20.69,0
Phone,2/14/2014,CA-2015-119690,MV-17485,16,128.93,1.8,6.36,0
Desktop,2/14/2014,CA-2015-127110,CH-12070,8,109.36,0.4,5.45,0
Desktop,2/14/2014,CA-2015-137750,JF-15565,5,204.85,0,10.24,0
Desktop,2/14/2014,CA-2015-115938,SA-20830,16,535.36,0,26.77,0
Desktop,2/14/2014,CA-2015-125395,LA-16780,2,41.9,0,2.1,0
Phone,2/14/2014,CA-2015-143882,DB-13360,9,43.06,0.2,2.14,0
Tablet,2/14/2014,CA-2015-166583,VD-21670,3,971.88,0.2,48.58,0
Desktop,2/14/2014,CA-2015-103772,MP-17470,7,260.31,0,13.02,0
Desktop,2/14/2014,CA-2015-112144,CY-12745,6,627.66,0.4,31.36,1
Desktop,2/14/2014,CA-2015-162950,DW-13585,9,498.49,0.7,24.89,0
Tablet,2/14/2014,CA-2015-128860,SC-20725,1,20.1,0.2,1,0
Desktop,2/14/2014,CA-2015-165799,SG-20470,1,117.88,0.1,5.89,0
Phone,2/14/2014,US-2015-100069,NF-18475,2,269.98,0,13.5,0
Desktop,2/14/2014,US-2015-141684,MM-18055,4,24.96,0,1.25,0
Phone,2/14/2014,CA-2015-111703,KB-16315,6,27.5,0.4,1.36,0
Desktop,2/14/2014,CA-2015-120397,RB-19435,4,32.78,0.8,1.6,0
Phone,2/14/2014,CA-2015-140718,FA-14230,15,246.36,1.3,12.25,0
Phone,2/14/2014,CA-2015-150196,SR-20740,3,19.44,0,0.97,0
Desktop,2/14/2014,CA-2015-157322,RH-19600,18,1305.81,1.2,65.23,0
Desktop,2/14/2014,CA-2015-128139,BD-11725,4,365.91,0,18.3,0
Phone,2/14/2014,US-2015-153500,DG-13300,13,458.07,0.6,22.87,0
Desktop,2/14/2014,CA-2015-124268,AD-10180,3,15.48,0,0.77,0
Phone,2/14/2014,CA-2015-152513,JP-16135,2,22.85,0.2,1.13,0
Phone,2/14/2014,CA-2015-154956,IM-15070,4,1099.96,0,55,0
Desktop,2/14/2014,CA-2015-116750,BF-10975,7,12.16,0.9,0.56,0
Phone,2/14/2014,CA-2015-130610,VP-21730,5,19,0,0.95,0
Desktop,2/14/2014,CA-2015-164336,MW-18220,6,73.78,0.4,3.67,0
Phone,2/14/2014,US-2015-158911,RS-19765,5,16.71,0.4,0.82,0
Desktop,2/14/2014,CA-2015-108665,KM-16225,15,896.38,0,44.82,0
Desktop,2/14/2014,CA-2015-116260,BF-10975,4,11.12,0,0.56,0
Tablet,2/14/2014,CA-2015-146087,PP-18955,2,301.96,0,15.1,0
Desktop,2/14/2014,CA-2015-161627,SJ-20215,3,170.35,0.2,8.51,1
Phone,2/14/2014,CA-2015-129392,DM-13015,5,21.12,0.2,1.05,0
Phone,2/14/2014,CA-2015-111094,CB-12535,5,129.52,0,6.48,0
Phone,2/14/2014,CA-2015-123456,KN-16450,2,48.63,0.8,2.39,0
Phone,2/14/2014,CA-2015-132626,BT-11680,41,1133.82,0,56.69,0
Desktop,2/14/2014,CA-2015-135314,MC-17575,3,269.98,0.4,13.48,0
Phone,2/14/2014,CA-2015-153626,EB-13870,3,5.16,0.2,0.25,0
Tablet,2/14/2014,CA-2015-107020,MV-18190,2,39.92,0.2,1.99,0
Desktop,2/14/2014,CA-2015-149384,EH-13945,3,3.37,0.7,0.13,0
Desktop,2/14/2014,CA-2015-136469,TS-21370,13,1136.9,0.3,56.83,0
Desktop,2/14/2014,CA-2015-142237,CK-12595,33,676.73,2.3,33.72,0
Desktop,2/14/2014,CA-2015-142419,SC-20380,6,128.32,0.2,6.41,0
Desktop,2/14/2014,CA-2015-112711,FM-14380,4,307.17,0.2,15.35,0
Desktop,2/14/2014,CA-2015-126557,RL-19615,28,1745.4,2.5,87.14,0
Phone,2/14/2014,CA-2015-114069,ND-18370,13,1952.81,0.3,97.63,0
Phone,2/14/2014,US-2015-107349,SL-20155,6,41.57,0.8,2.04,0
Phone,2/14/2014,US-2015-140851,ND-18460,6,38.88,0,1.94,0
Desktop,2/14/2014,CA-2015-143364,TG-21310,15,860.92,1.3,42.98,0
Phone,2/14/2014,CA-2015-113404,EM-13810,9,2048.86,0.4,102.42,0
Phone,2/14/2014,CA-2015-146948,MG-17890,14,299.75,0,14.99,0
Desktop,2/14/2014,US-2015-166520,KE-16420,13,680.78,0,34.04,0
Phone,2/14/2014,CA-2015-121132,VB-21745,7,20.7,0.4,1.01,0
Phone,2/14/2014,CA-2015-138534,JM-15535,2,195.47,0.15,9.77,0
Phone,2/14/2014,US-2015-149629,MP-17965,5,231.92,0.2,11.59,0
Desktop,2/14/2014,CA-2015-111206,RF-19735,4,519.96,0,26,0
Desktop,2/14/2014,CA-2015-122973,PJ-19015,4,146.7,0.2,7.32,0
Phone,2/14/2014,CA-2015-159590,KC-16255,2,5.76,0,0.29,0
Desktop,2/14/2014,US-2015-160150,TS-21085,1,2.03,0.7,0.07,0
Phone,2/14/2014,CA-2015-160472,RK-19300,25,1238.33,0,61.92,0
Desktop,2/14/2014,US-2015-122784,RA-19915,16,1454.84,1.6,72.66,0
Phone,2/14/2014,CA-2015-120810,TH-21550,6,197.76,0,9.89,0
Tablet,2/14/2014,CA-2015-124044,MS-17830,3,10.51,0.2,0.52,0
Desktop,2/14/2014,CA-2015-103135,SS-20515,32,525.95,0,26.3,0
Phone,2/14/2014,CA-2015-139248,RD-19930,5,623.96,0.2,31.19,0
Phone,2/14/2014,CA-2015-148635,MH-18025,11,1288.85,0.2,64.43,0
Desktop,2/14/2014,CA-2015-154291,YS-21880,11,457.04,0,22.85,0
Phone,2/14/2014,US-2015-150161,RB-19795,4,25.18,0.7,1.22,0
Desktop,2/14/2014,CA-2015-127754,CK-12760,3,266.35,0.2,13.31,0
Phone,2/14/2014,CA-2015-136735,HA-14920,2,167.86,0,8.39,0
Phone,2/14/2014,CA-2015-143700,AS-10240,2,10.37,0.2,0.51,0
Phone,2/14/2014,CA-2015-148180,BP-11095,14,131.48,0.4,6.55,0
Phone,2/14/2014,US-2015-140200,CA-12775,3,393.17,0.5,19.63,0
Phone,2/14/2014,US-2015-129553,PG-18820,3,29.97,0,1.5,0
Desktop,2/14/2014,CA-2015-132507,CC-12610,4,61.79,0.2,3.08,0
Phone,2/14/2014,CA-2015-155334,HA-14920,13,226.13,0.2,11.3,0
Desktop,2/14/2014,US-2015-164966,GH-14410,6,155.88,0,7.79,0
Phone,2/14/2014,CA-2015-111017,SC-20695,3,52.59,0,2.63,0
Desktop,2/14/2014,CA-2015-124891,RH-19495,17,3419.87,0.4,170.97,0
Tablet,2/14/2014,CA-2015-164427,AR-10405,6,239.7,0,11.99,0
Phone,2/14/2014,CA-2015-153388,PC-19000,10,1011.7,0.2,50.57,0
Desktop,2/14/2014,CA-2015-112767,DK-12985,4,277.5,0.5,13.85,0
Desktop,2/14/2014,CA-2015-122406,BE-11455,8,448.21,0,22.41,0
Phone,2/14/2014,CA-2015-147501,Co-12640,4,564.77,0.4,28.22,0
Tablet,2/14/2014,CA-2015-112214,AH-10690,16,72.65,1.8,3.54,0
Desktop,2/14/2014,CA-2015-135251,RP-19270,13,467.65,1.52,23.31,0
Desktop,2/14/2014,CA-2015-160794,MS-17980,3,27.22,0.2,1.35,0
Phone,2/14/2014,CA-2015-138331,JK-15625,10,106.8,0.2,5.33,0
Phone,2/14/2014,CA-2015-141936,PN-18775,3,19.15,0.2,0.95,0
Phone,2/14/2014,CA-2015-163237,EM-14095,5,520.03,0,26,0
Phone,2/14/2014,CA-2015-163895,NS-18640,1,3.3,0.2,0.16,0
Phone,2/14/2014,US-2015-117492,NS-18640,9,77.58,0,3.88,0
Phone,2/14/2014,US-2015-124219,KW-16570,7,241.34,0,12.07,0
Desktop,2/14/2014,CA-2015-127544,RD-19585,1,79.99,0,4,0
Desktop,2/14/2014,CA-2015-129322,DB-13405,11,601.44,0,30.07,0
Desktop,2/14/2014,CA-2015-168564,TT-21220,5,158.67,0.6,7.9,1
Desktop,2/14/2014,CA-2015-103954,HR-14770,5,687.4,0,34.37,0
Phone,2/14/2014,CA-2015-128013,MF-18250,6,154.14,0,7.71,0
Phone,2/14/2014,CA-2015-131338,NP-18325,35,3385.61,0.6,169.25,0
Phone,2/14/2014,CA-2015-155453,RA-19885,2,4.61,0.2,0.22,0
Phone,2/14/2014,CA-2015-163055,DS-13180,7,646.63,0,32.33,0
Phone,2/14/2014,CA-2015-121699,BD-11320,5,64.75,0,3.24,0
Phone,2/14/2014,CA-2015-130022,JK-16120,8,74.94,0,3.75,0
Phone,2/14/2014,US-2015-156496,WB-21850,15,711.78,0.6,35.56,0
Phone,2/14/2014,CA-2015-119634,BW-11065,3,46.15,0.2,2.3,0
Desktop,2/14/2014,US-2015-156797,PO-19180,4,149.96,0,7.5,0
Desktop,2/14/2014,CA-2015-112014,ON-18715,5,50.8,0,2.54,0
Phone,2/14/2014,CA-2015-120516,CK-12595,3,5.64,0,0.28,0
Phone,2/14/2014,CA-2015-133396,GK-14620,7,64.68,0.2,3.22,0
Phone,2/14/2014,CA-2015-148495,SF-20065,3,31.56,0,1.58,0
Phone,2/14/2014,CA-2015-150441,RA-19285,4,11.36,0,0.57,0
Phone,2/14/2014,CA-2015-169656,EJ-13720,3,422.86,0.2,21.13,0
Phone,2/14/2014,CA-2015-142454,RE-19450,10,174.49,0,8.72,0
Phone,2/14/2014,CA-2015-162369,TT-21265,2,323.1,0,16.16,0
Phone,2/14/2014,US-2015-126753,SP-20860,20,832.45,2.6,41.49,0
Phone,2/14/2014,US-2015-128090,JM-15865,16,2200.33,0.8,109.98,1
Phone,2/14/2014,US-2015-164238,JW-15955,10,346.16,0.7,17.27,0
Desktop,2/14/2014,CA-2015-111297,SC-20440,9,52.2,0,2.61,0
Desktop,2/14/2014,CA-2015-119627,SC-20725,16,329.44,0.8,16.43,0
Phone,2/14/2014,CA-2015-122168,HG-14965,15,53.28,0,2.66,0
Desktop,2/14/2014,CA-2015-130456,DS-13180,7,667.38,0.15,33.36,1
Desktop,2/14/2014,CA-2015-144267,NZ-18565,11,632.15,0.2,31.6,1
Desktop,2/14/2014,CA-2015-154823,KN-16390,6,637.27,1.2,31.8,0
Phone,2/14/2014,US-2015-130512,SM-20320,16,837.44,1.5,41.8,0
Desktop,2/14/2014,CA-2015-129854,RB-19705,4,16.52,0,0.83,0
Phone,2/14/2014,CA-2015-132080,DP-13105,6,50.11,0.2,2.5,0
Phone,2/14/2014,CA-2015-114468,TD-20995,16,59.85,1.4,2.92,0
Phone,2/14/2014,CA-2015-165624,FH-14350,30,1142.43,0,57.12,0
Desktop,2/14/2014,CA-2015-102491,KW-16435,14,3747.93,0,187.4,0
Phone,2/14/2014,CA-2015-113740,SC-20380,3,14.91,0,0.75,0
Tablet,2/14/2014,CA-2015-123939,MS-17710,9,469.4,0.8,23.43,0
Phone,2/14/2014,CA-2015-139584,EM-13810,4,310.36,0.4,15.5,0
Tablet,2/14/2014,CA-2015-146563,CB-12025,29,2645.02,1.5,132.18,0
Desktop,2/14/2014,CA-2015-169299,DO-13435,3,7.15,0.2,0.35,0
Phone,2/14/2014,CA-2015-168809,MC-18100,8,31.78,2,1.49,0
Desktop,2/14/2014,US-2015-139759,NL-18310,5,146.74,0.2,7.33,0
Phone,2/14/2014,CA-2015-101707,PF-19165,9,150.22,0,7.51,0
Phone,2/14/2014,CA-2015-113040,CC-12100,1,5.1,0.2,0.25,0
Desktop,2/14/2014,CA-2015-126445,RA-19945,3,484.65,0,24.23,0
Phone,2/14/2014,CA-2015-107902,SM-20950,11,470.36,0,23.52,0
