platform,order_placed_dt,order_num,quantity,item_id,item_price,return_ind
Desktop,"June 12, 2015",CA-2015-143490,2,TEC-PH-10000576,109.592,1
Phone,27-12-2015,CA-2015-165085,5,OFF-PA-10000605,5.78,0
Phone,27-12-2015,CA-2015-165085,2,OFF-AP-10002518,177.98,0
Desktop,21-01-2017,CA-2017-160423,7,OFF-ST-10004340,49.744,0
Desktop,21-01-2017,CA-2017-160423,7,OFF-BI-10004001,5.112,0
Desktop,25-06-2014,CA-2014-159338,5,FUR-TA-10004147,89.568,1
Phone,14-06-2016,CA-2016-107216,4,OFF-AR-10001545,1.76,0
Phone,14-06-2016,CA-2016-107216,3,FUR-FU-10000206,2.91,0
Phone,14-06-2016,CA-2016-107216,1,TEC-AC-10001013,29.29,0
Phone,14-06-2016,CA-2016-107216,3,OFF-AR-10002255,2.88,0
Desktop,21-04-2017,US-2017-145863,3,OFF-BI-10004140,0.898,0
Desktop,21-04-2017,US-2017-145863,3,OFF-BI-10002049,0.978,0
Desktop,21-10-2016,CA-2016-112340,3,OFF-PA-10001892,7.64,1
Desktop,19-11-2016,US-2016-110156,6,OFF-ST-10000642,16.784,0
Desktop,19-11-2016,US-2016-110156,2,FUR-FU-10000206,1.164,0
Desktop,19-11-2016,US-2016-110156,5,OFF-BI-10003676,2.156,0
Desktop,19-11-2016,US-2016-110156,12,OFF-FA-10003495,4.864,0
Desktop,19-11-2016,US-2016-110156,3,OFF-EN-10003798,13.656,0
Desktop,19-11-2016,US-2016-110156,5,TEC-PH-10003589,14.392,0
Desktop,19-11-2016,US-2016-110156,2,OFF-PA-10004735,5.184,0
Desktop,19-11-2016,US-2016-110156,2,OFF-BI-10002609,0.596,0
Phone,18-12-2017,CA-2017-140585,2,OFF-BI-10003364,23.336,1
Phone,18-12-2017,CA-2017-140585,1,FUR-BO-10002206,119.833,1
Phone,18-12-2017,CA-2017-140585,2,TEC-AC-10003610,59.99,1
Phone,22-07-2016,CA-2016-144855,2,OFF-LA-10003766,3.15,0
Desktop,"April 9, 2015",CA-2015-142755,5,OFF-PA-10001970,55.98,0
Desktop,"April 9, 2015",CA-2015-142755,5,TEC-AC-10002049,123.99,0
Desktop,"April 9, 2015",CA-2015-142755,2,OFF-PA-10000141,2.18,0
Desktop,"April 9, 2015",CA-2015-142755,2,OFF-EN-10004459,7.64,0
Phone,20-01-2014,US-2014-147627,7,TEC-PH-10001061,99.99,0
Phone,20-01-2014,US-2014-147627,7,OFF-AR-10002375,3.28,0
Phone,20-01-2014,US-2014-147627,4,FUR-FU-10003194,9.65,0
Phone,20-01-2014,US-2014-147627,3,OFF-AR-10003811,2.21,0
Phone,20-01-2014,US-2014-147627,3,OFF-EN-10001539,7.78,0
Phone,20-01-2014,US-2014-147627,3,FUR-CH-10002331,355.98,0
Phone,"February 3, 2015",CA-2015-105970,1,OFF-AR-10003156,10.16,0
Phone,"February 3, 2015",CA-2015-105970,6,OFF-EN-10001532,16.98,0
Phone,"December 4, 2016",CA-2016-112102,4,FUR-TA-10004086,85.98,0
Phone,"December 4, 2016",CA-2016-112102,1,OFF-PA-10000100,40.99,0
Phone,"December 4, 2016",CA-2016-112102,5,OFF-EN-10002500,12.78,0
Desktop,"June 12, 2016",US-2016-114776,3,OFF-PA-10004100,6.48,0
Desktop,"May 6, 2016",US-2016-134908,4,OFF-ST-10003479,31.152,0
Desktop,"May 6, 2016",US-2016-134908,3,OFF-LA-10000973,2.52,0
Desktop,"November 12, 2016",US-2016-148803,3,OFF-ST-10001476,28.408,0
Phone,"December 11, 2016",CA-2016-152170,8,OFF-EN-10002831,35.94,0
Phone,"December 11, 2016",CA-2016-152170,2,OFF-AP-10002350,18.84,0
Phone,"December 11, 2016",CA-2016-152170,2,OFF-PA-10001763,9.99,0
Phone,"December 11, 2016",CA-2016-152170,7,OFF-AR-10003394,2.94,0
Phone,"December 11, 2016",CA-2016-152170,2,OFF-BI-10002072,8.69,0
Desktop,29-09-2014,CA-2014-146969,2,FUR-FU-10004188,102.3,0
Desktop,29-09-2014,CA-2014-146969,4,OFF-FA-10001561,2.18,0
Desktop,29-09-2014,CA-2014-146969,1,OFF-PA-10002105,6.48,0
Desktop,29-09-2014,CA-2014-146969,2,TEC-MA-10004241,343.16,0
Desktop,29-09-2014,CA-2014-146969,1,OFF-ST-10004340,62.18,0
Phone,"April 4, 2015",CA-2015-112452,2,OFF-AP-10003849,322.038,0
Phone,"April 4, 2015",CA-2015-112452,2,OFF-FA-10000735,2.92,0
Phone,"April 4, 2015",CA-2015-112452,2,OFF-BI-10003350,6.38,0
Phone,"April 4, 2015",CA-2015-112452,1,TEC-PH-10000307,10.95,0
Phone,"April 4, 2015",CA-2015-112452,2,TEC-CO-10004202,299.99,0
Desktop,"August 5, 2015",CA-2015-113971,6,FUR-FU-10001852,1.392,0
Phone,31-12-2016,CA-2017-160395,2,OFF-AR-10003759,1.82,0
Phone,31-12-2016,CA-2017-160395,7,OFF-BI-10003984,22.824,0
Phone,20-12-2014,CA-2014-136567,2,OFF-ST-10004337,61.24,0
Phone,20-12-2014,CA-2014-136567,7,FUR-TA-10001932,320.64,0
Phone,20-12-2014,CA-2014-136567,3,OFF-BI-10003982,20.77,0
Phone,20-12-2014,CA-2014-136567,2,FUR-TA-10000617,227.55,0
Tablet,"February 7, 2016",CA-2016-149314,1,FUR-CH-10002126,195.184,0
Tablet,29-06-2017,CA-2017-147039,3,OFF-AP-10000576,120.98,0
Tablet,29-06-2017,CA-2017-147039,2,OFF-BI-10004654,5.77,0
Desktop,"January 9, 2014",CA-2014-126522,3,OFF-AR-10004042,17.98,1
Phone,"March 3, 2014",CA-2014-127964,1,TEC-PH-10004700,9.99,0
Phone,"March 3, 2014",CA-2014-127964,3,OFF-BI-10004593,41.92,0
Phone,"March 3, 2014",CA-2014-127964,5,OFF-BI-10003429,5.064,0
Desktop,"April 5, 2014",CA-2014-117709,4,OFF-BI-10001294,11.7,0
Desktop,"February 11, 2015",CA-2015-125416,9,TEC-AC-10001552,49.77,0
Tablet,"August 12, 2017",CA-2017-145226,2,FUR-FU-10004952,54.74,0
Tablet,"August 12, 2017",CA-2017-145226,3,OFF-ST-10004123,90.98,0
Tablet,"August 12, 2017",CA-2017-145226,3,OFF-PA-10003172,6.48,0
Tablet,"August 12, 2017",CA-2017-145226,4,OFF-ST-10002352,7.98,0
Desktop,"October 3, 2014",US-2014-100279,2,OFF-PA-10002259,11.19,0
Phone,21-04-2014,CA-2014-158064,5,OFF-BI-10002976,3.304,0
Phone,22-10-2015,US-2015-104430,4,OFF-BI-10000301,1.294,0
Phone,22-08-2015,CA-2015-132080,6,OFF-BI-10003694,8.352,0
Phone,29-08-2016,CA-2016-161207,3,OFF-SU-10000381,9.31,0
Phone,27-12-2014,CA-2014-120243,4,OFF-LA-10004425,2.89,0
Desktop,"January 12, 2016",CA-2016-113621,2,FUR-CH-10001270,86.25,0
Desktop,"January 12, 2016",CA-2016-113621,3,TEC-PH-10003931,59.99,0
Phone,24-04-2016,CA-2016-168081,3,TEC-AC-10003174,86.232,0
Tablet,21-06-2014,CA-2014-128146,7,TEC-PH-10004539,188.99,0
Tablet,21-06-2014,CA-2014-128146,2,OFF-AR-10001919,1.88,0
Desktop,14-01-2017,CA-2017-138779,1,OFF-EN-10002504,21.744,0
Desktop,14-01-2017,CA-2017-138779,5,TEC-PH-10003655,1.584,0
Phone,24-11-2014,CA-2014-127131,7,OFF-BI-10004656,1.728,1
Phone,24-11-2014,CA-2014-127131,6,OFF-ST-10002344,80.98,1
Phone,24-11-2014,CA-2014-127131,4,OFF-PA-10001800,6.48,1
Phone,24-11-2014,CA-2014-127131,2,OFF-ST-10000036,98.79,1
Phone,26-02-2017,CA-2017-117212,4,OFF-AP-10004532,20.48,1
Phone,26-02-2017,CA-2017-117212,8,TEC-PH-10004447,111.192,1
Phone,26-02-2017,CA-2017-117212,3,FUR-CH-10003973,297.408,1
Phone,26-02-2017,CA-2017-117212,4,OFF-PA-10001970,55.98,1
Phone,26-02-2017,CA-2017-117212,4,OFF-PA-10000682,5.78,1
Phone,15-09-2015,US-2015-130519,3,OFF-PA-10001937,5.184,0
Phone,15-09-2015,US-2015-130519,4,FUR-FU-10002268,3.928,0
Phone,15-09-2015,US-2015-130519,2,OFF-ST-10001321,12.336,0
Phone,15-09-2015,US-2015-130519,1,FUR-FU-10003394,55.968,0
Phone,"August 4, 2016",CA-2016-130946,9,TEC-AC-10001990,47.992,0
Phone,"August 4, 2016",CA-2016-130946,4,FUR-CH-10004540,23.996,0
Phone,"August 4, 2016",CA-2016-130946,4,OFF-BI-10004995,272.198,0
Phone,18-07-2016,CA-2016-114727,3,FUR-CH-10002335,181.336,1
Phone,18-07-2016,CA-2016-114727,3,OFF-BI-10004967,0.624,1
Phone,18-07-2016,CA-2016-114727,3,FUR-CH-10002331,284.784,1
Phone,18-07-2016,CA-2016-114727,2,OFF-ST-10002292,296.784,1
Phone,18-07-2016,CA-2016-114727,3,OFF-ST-10000689,112.68,1
Desktop,"January 8, 2017",CA-2017-133235,5,TEC-PH-10002660,54.392,0
Phone,14-07-2016,CA-2016-137050,1,OFF-ST-10004634,11.21,0
Phone,14-07-2016,CA-2016-137050,3,OFF-BI-10002160,3.048,0
Phone,14-07-2016,CA-2016-137050,7,OFF-FA-10002988,2.01,0
Phone,14-07-2016,CA-2016-137050,7,OFF-AR-10004999,5.98,0
Phone,14-07-2016,CA-2016-137050,2,OFF-BI-10001031,4.272,0
Phone,14-07-2016,CA-2016-137050,4,FUR-BO-10004695,144.784,0
Desktop,"September 9, 2017",US-2017-118087,2,FUR-CH-10004860,70.686,1
Desktop,"September 9, 2017",US-2017-118087,2,OFF-BI-10002432,1.518,1
Desktop,"September 9, 2017",US-2017-118087,1,OFF-BI-10000069,4.503,1
Desktop,"September 9, 2017",US-2017-118087,1,OFF-AR-10003602,4.672,1
Desktop,"September 9, 2017",US-2017-118087,3,TEC-AC-10004469,31.96,1
Desktop,"September 9, 2017",US-2017-118087,2,FUR-FU-10001867,8.512,1
Desktop,"September 9, 2017",US-2017-118087,3,TEC-AC-10003174,86.232,1
Desktop,"September 9, 2017",US-2017-118087,7,TEC-PH-10002200,275.994,1
Phone,"December 7, 2014",CA-2014-110184,9,OFF-ST-10000107,27.75,0
Phone,"December 7, 2014",CA-2014-110184,8,TEC-PH-10000439,31.992,0
Phone,"April 12, 2016",CA-2016-126004,3,FUR-FU-10001602,37.93,0
Phone,"April 12, 2016",CA-2016-126004,1,TEC-AC-10001432,78.15,0
Phone,"April 12, 2016",CA-2016-126004,1,OFF-BI-10004656,1.728,0
Phone,"April 12, 2016",CA-2016-126004,4,OFF-PA-10001685,10.14,0
Phone,"April 12, 2016",CA-2016-126004,3,OFF-ST-10001418,60.98,0
Phone,"April 12, 2016",CA-2016-126004,2,OFF-ST-10000676,96.93,0
Desktop,"June 11, 2017",CA-2017-100013,2,OFF-EN-10001219,7.64,0
Desktop,"June 11, 2017",CA-2017-100013,1,FUR-FU-10001424,8.73,0
Desktop,"June 11, 2017",CA-2017-100013,2,OFF-AR-10001022,2.84,0
Phone,31-10-2015,CA-2015-132570,2,OFF-AR-10000369,1.39,0
Phone,31-10-2015,CA-2015-132570,2,OFF-EN-10003055,39.98,0
Phone,30-05-2016,CA-2016-153682,2,TEC-CO-10001046,419.994,0
Phone,28-10-2016,CA-2016-144344,3,FUR-FU-10000076,15.984,0
Phone,28-10-2016,CA-2016-144344,5,OFF-BI-10003719,7.485,0
Phone,28-10-2016,CA-2016-144344,2,FUR-FU-10003268,31.984,0
Phone,28-10-2016,CA-2016-144344,3,FUR-FU-10003553,55.016,0
Desktop,"November 8, 2014",CA-2014-127012,1,FUR-FU-10003691,12.35,1
Desktop,"November 8, 2014",CA-2014-127012,1,OFF-AR-10003903,40.97,1
Desktop,"November 8, 2014",CA-2014-127012,2,OFF-FA-10004854,11.48,1
Desktop,29-08-2016,CA-2016-128727,4,TEC-PH-10003442,5.5,0
Phone,15-02-2016,US-2016-162859,3,OFF-BI-10004519,132.784,0
Phone,15-02-2016,US-2016-162859,4,OFF-FA-10000304,2.18,0
Desktop,14-05-2017,CA-2017-133641,9,OFF-EN-10004955,5.41,0
Desktop,"December 12, 2014",CA-2014-168494,6,FUR-TA-10004619,127.448,0
Desktop,"December 12, 2014",CA-2014-168494,12,FUR-TA-10003473,300.904,0
Desktop,"December 12, 2014",CA-2014-168494,3,FUR-BO-10004467,84.9915,0
Desktop,18-12-2017,CA-2017-115602,6,OFF-AR-10002280,6.47,0
Desktop,18-12-2017,CA-2017-115602,9,FUR-CH-10001708,126.882,0
Desktop,18-12-2017,CA-2017-115602,13,OFF-AP-10000891,131.12,0
Desktop,18-12-2017,CA-2017-115602,2,OFF-AR-10000462,1.6,0
Phone,"April 7, 2015",CA-2015-154956,4,TEC-PH-10004165,274.99,0
Phone,"October 3, 2017",CA-2017-144638,2,OFF-AR-10003958,2.624,0
Phone,"October 3, 2017",CA-2017-144638,3,TEC-PH-10000149,11.97,0
Phone,"October 3, 2017",CA-2017-144638,1,FUR-FU-10003724,6.696,0
Phone,"October 3, 2017",CA-2017-144638,2,FUR-FU-10003535,21.936,0
Phone,24-12-2016,US-2016-168620,3,OFF-BI-10001575,9.294,0
Phone,24-12-2016,US-2016-168620,3,OFF-ST-10003716,180.016,0
Phone,24-12-2016,US-2016-168620,8,TEC-AC-10004469,31.96,0
Phone,23-10-2017,CA-2017-117079,3,TEC-PH-10004586,287.96,0
Desktop,28-10-2016,US-2016-144393,4,OFF-BI-10004236,4.404,0
Desktop,"July 7, 2017",CA-2017-105053,3,OFF-BI-10001634,5.824,0
Phone,"January 10, 2016",CA-2016-155992,2,TEC-PH-10000215,34.95,0
Phone,"January 10, 2016",CA-2016-155992,5,FUR-FU-10003724,8.37,0
Phone,"February 9, 2017",CA-2017-110380,3,OFF-AR-10000422,2.19,0
Phone,24-12-2014,US-2014-167738,1,OFF-ST-10003306,142.86,0
Phone,24-12-2014,US-2014-167738,6,FUR-CH-10001146,48.712,0
Phone,23-09-2017,CA-2017-121412,3,FUR-FU-10000246,9.776,0
Desktop,"April 6, 2017",CA-2017-100426,2,OFF-PA-10002870,6.24,0
Desktop,21-04-2016,US-2016-103646,4,OFF-ST-10000563,25.584,0
Desktop,21-04-2016,US-2016-103646,3,OFF-AP-10004487,16.264,0
Desktop,21-04-2016,US-2016-103646,8,OFF-BI-10002854,5.606,0
Phone,26-05-2016,CA-2016-119186,2,OFF-PA-10004621,5.184,0
Phone,26-05-2016,CA-2016-119186,5,FUR-CH-10001973,77.686,0
Phone,26-05-2016,CA-2016-119186,3,OFF-PA-10004040,4.784,0
Phone,26-05-2016,CA-2016-119186,1,TEC-AC-10000580,63.992,0
Desktop,"February 5, 2016",CA-2016-148698,3,OFF-AR-10004022,28.784,0
Desktop,"August 9, 2014",CA-2014-163293,3,TEC-AC-10004209,10.99,0
Desktop,"August 9, 2014",CA-2014-163293,4,TEC-AC-10000023,20.97,0
Desktop,"May 9, 2016",CA-2016-160815,3,TEC-PH-10003505,92.8,0
Desktop,"September 4, 2017",CA-2017-122154,3,OFF-LA-10000121,5.04,0
Desktop,"September 4, 2017",CA-2017-122154,1,OFF-BI-10002026,17.43,0
Desktop,"September 4, 2017",CA-2017-122154,3,OFF-PA-10000994,83.88,0
Phone,"June 12, 2015",US-2015-149692,7,OFF-BI-10002813,0.396,0
Desktop,26-06-2016,CA-2016-119445,5,OFF-ST-10000617,2.98,0
Desktop,"April 7, 2015",CA-2015-124268,3,OFF-AR-10004817,5.16,0
Desktop,22-11-2016,CA-2016-154711,2,FUR-FU-10000397,19.94,0
Desktop,22-11-2016,CA-2016-154711,4,OFF-BI-10000605,3.048,0
Desktop,22-11-2016,CA-2016-154711,3,OFF-AR-10001860,6.94,0
Phone,"October 11, 2016",CA-2016-163384,4,OFF-BI-10004970,3.304,0
Phone,"October 11, 2016",CA-2016-163384,5,OFF-PA-10003172,6.48,0
Phone,27-08-2015,CA-2015-101707,3,OFF-SU-10001218,10.98,0
Phone,27-08-2015,CA-2015-101707,5,OFF-PA-10002968,22.84,0
Phone,27-08-2015,CA-2015-101707,1,OFF-LA-10000134,3.08,0
Phone,25-05-2015,CA-2015-138898,13,OFF-AP-10004487,65.056,0
Phone,30-12-2017,CA-2017-115427,2,OFF-BI-10002103,6.952,1
Phone,30-12-2017,CA-2017-115427,2,OFF-BI-10004632,10.36,1
Desktop,"August 12, 2016",CA-2016-134425,5,TEC-PH-10003555,22.99,0
Phone,"April 10, 2015",CA-2015-121391,2,OFF-ST-10001590,13.48,0
Desktop,23-12-2016,CA-2016-137043,6,FUR-FU-10003664,95.46,0
Desktop,23-12-2016,CA-2016-137043,3,FUR-FU-10003664,95.46,0
Desktop,19-09-2015,CA-2015-115847,2,FUR-BO-10003433,30.98,0
Phone,"March 7, 2017",US-2017-126179,1,FUR-FU-10002554,23.99,0
Phone,"March 7, 2017",US-2017-126179,3,TEC-PH-10001557,95.99,0
Phone,14-07-2016,CA-2016-101966,7,TEC-PH-10003437,59.992,0
Tablet,20-06-2016,CA-2016-141397,7,OFF-PA-10002986,6.68,0
Tablet,20-06-2016,CA-2016-141397,3,OFF-BI-10000320,5.904,0
Tablet,20-06-2016,CA-2016-141397,2,OFF-AP-10003971,10.89,0
Tablet,20-06-2016,CA-2016-141397,3,OFF-ST-10001469,53.98,0
Tablet,20-06-2016,CA-2016-141397,2,FUR-CH-10003846,80.784,0
Desktop,"September 12, 2016",CA-2016-141082,1,OFF-LA-10001404,3.69,0
Desktop,"September 12, 2016",CA-2016-141082,4,OFF-LA-10001474,30.53,0
Phone,24-09-2016,US-2016-134488,2,FUR-CH-10003199,77.686,0
Phone,18-12-2016,CA-2016-145919,6,OFF-PA-10003072,6.48,1
Phone,18-12-2016,CA-2016-145919,8,FUR-FU-10004960,22.98,1
Phone,18-12-2016,CA-2016-145919,5,OFF-SU-10003505,115.86,1
Tablet,"October 12, 2017",CA-2017-157651,1,TEC-AC-10003116,14.2,0
Phone,"January 7, 2014",CA-2014-160773,2,TEC-PH-10004586,287.96,1
Phone,"January 7, 2014",CA-2014-160773,6,OFF-BI-10000546,0.864,1
Desktop,"March 2, 2017",CA-2017-167703,3,OFF-BI-10002071,1.743,0
Desktop,"March 2, 2017",CA-2017-167703,2,OFF-ST-10001490,142.776,0
Tablet,"March 3, 2017",CA-2017-121804,5,OFF-AP-10004859,14.56,0
Desktop,"September 10, 2017",CA-2017-162635,4,OFF-PA-10002659,2.704,0
Desktop,28-09-2014,CA-2014-107153,3,OFF-ST-10001321,15.42,0
Phone,27-05-2014,US-2014-117058,6,OFF-BI-10004139,2.91,0
Desktop,14-06-2015,CA-2015-120439,6,FUR-FU-10001867,8.512,0
Desktop,30-03-2016,CA-2016-128258,1,OFF-PA-10004156,11.34,0
Desktop,15-10-2017,CA-2017-106033,4,OFF-AR-10002818,21.98,0
Desktop,23-05-2016,CA-2016-142762,3,FUR-FU-10003691,12.35,0
Tablet,"February 6, 2017",CA-2017-127705,1,TEC-PH-10000347,2.97,0
Tablet,"February 6, 2017",CA-2017-127705,2,OFF-ST-10004507,13.72,0
Phone,16-02-2014,CA-2014-122567,3,OFF-BI-10002012,0.36,0
Phone,16-02-2014,CA-2014-122567,2,OFF-AP-10001303,3.98,0
Phone,"June 5, 2014",CA-2014-121664,8,OFF-BI-10003684,17.592,0
Desktop,16-05-2016,CA-2016-122133,4,OFF-ST-10002574,138.14,0
Desktop,"February 4, 2017",US-2017-123281,3,FUR-FU-10003724,8.37,0
Desktop,31-03-2017,CA-2017-100524,2,FUR-FU-10004018,14.89,0
Desktop,31-03-2017,CA-2017-100524,3,TEC-PH-10002549,225.86,0
Desktop,31-03-2017,CA-2017-100524,8,OFF-PA-10004911,9.38,0
Phone,"February 1, 2017",CA-2017-113481,2,TEC-MA-10002178,347.85,0
Phone,"February 1, 2017",CA-2017-113481,5,OFF-BI-10003694,3.132,0
Phone,"February 1, 2017",CA-2017-113481,6,OFF-BI-10000474,4.809,0
Desktop,28-05-2015,CA-2015-131758,3,OFF-AR-10000411,15.94,0
Desktop,28-05-2015,CA-2015-131758,5,OFF-LA-10000262,2.61,0
Phone,17-03-2014,CA-2014-118339,2,OFF-AP-10001154,46.89,0
Phone,17-03-2014,CA-2014-118339,7,OFF-PA-10000466,6.74,0
Phone,17-03-2014,CA-2014-118339,6,OFF-AR-10003829,3.28,0
Phone,17-03-2014,CA-2014-118339,10,OFF-BI-10001758,5.34,0
Phone,17-03-2014,CA-2014-118339,6,OFF-BI-10000136,5.98,0
Desktop,"March 10, 2014",CA-2014-153976,3,FUR-CH-10002880,86.093,0
Desktop,28-03-2016,CA-2016-162901,2,OFF-ST-10000649,15.7,0
Phone,"April 5, 2017",CA-2017-162978,5,TEC-PH-10003092,36.792,0
Phone,"April 5, 2017",CA-2017-162978,3,OFF-PA-10002250,5.87,0
Phone,"April 5, 2017",CA-2017-162978,1,FUR-TA-10003473,300.904,0
Phone,"May 7, 2014",US-2014-160444,3,OFF-ST-10001522,73.592,0
Phone,"May 7, 2014",US-2014-160444,11,OFF-ST-10000563,25.584,0
Tablet,"May 5, 2016",CA-2016-145247,3,OFF-PA-10003641,26.38,0
Phone,26-04-2017,CA-2017-160045,1,FUR-FU-10000010,1.988,0
Phone,26-09-2014,US-2014-151925,2,FUR-CH-10002961,72.784,0
Phone,19-10-2017,CA-2017-125199,7,OFF-AR-10002956,17.608,0
Phone,19-10-2017,CA-2017-125199,4,OFF-PA-10004041,5.92,0
Phone,19-10-2017,CA-2017-125199,4,TEC-PH-10001336,77.394,0
Phone,"October 11, 2017",US-2017-155425,14,OFF-BI-10001036,2.742,0
Phone,"October 11, 2017",US-2017-155425,2,TEC-MA-10003183,47.997,0
Phone,"October 11, 2017",US-2017-155425,6,TEC-AC-10001314,39.992,0
Phone,"October 11, 2017",US-2017-155425,2,TEC-PH-10002563,100.792,0
Phone,"October 11, 2017",US-2017-155425,4,FUR-CH-10003312,224.784,0
Phone,"August 7, 2017",CA-2017-133249,5,FUR-FU-10001588,29.18,0
Desktop,24-12-2015,US-2015-103471,7,FUR-BO-10002613,84.294,0
Desktop,24-12-2015,US-2015-103471,3,OFF-AR-10003405,4.68,0
Phone,"July 3, 2017",CA-2017-136672,3,TEC-AC-10004510,16.36,0
Phone,"January 4, 2014",US-2014-157021,2,OFF-LA-10002312,14.8,0
Phone,"January 4, 2014",US-2014-157021,4,OFF-BI-10000042,4.272,0
Phone,14-09-2015,CA-2015-120362,5,FUR-TA-10003008,182.55,0
Phone,"April 8, 2014",CA-2014-126361,3,OFF-AP-10003590,363.25,1
Phone,"April 8, 2014",CA-2014-126361,8,OFF-PA-10000806,55.98,1
Phone,"April 8, 2014",CA-2014-126361,5,OFF-AR-10000896,3.28,1
Phone,"April 8, 2014",CA-2014-126361,5,TEC-PH-10002310,79.992,1
Phone,"April 8, 2014",CA-2014-126361,5,OFF-ST-10002289,31.78,1
Phone,"April 8, 2014",CA-2014-126361,1,OFF-BI-10002852,13.184,1
Tablet,"March 9, 2016",US-2016-100566,3,FUR-FU-10003394,27.984,0
Phone,"May 2, 2016",US-2016-108504,1,OFF-ST-10002344,80.98,0
Phone,"May 2, 2016",US-2016-108504,9,OFF-PA-10001289,38.76,0
Phone,"May 2, 2016",US-2016-108504,5,OFF-FA-10000053,1.89,0
Phone,"May 2, 2016",US-2016-108504,3,FUR-FU-10004091,6.28,0
Phone,"May 2, 2016",US-2016-108504,2,FUR-BO-10004015,119.99,0
Phone,"May 2, 2016",US-2016-108504,2,OFF-EN-10003001,83.98,0
Phone,"May 2, 2016",US-2016-108504,3,TEC-PH-10000215,34.95,0
Phone,"May 2, 2016",US-2016-108504,3,TEC-PH-10003645,161.61,0
Phone,"May 2, 2016",US-2016-108504,3,OFF-PA-10000357,40.99,0
Phone,"May 2, 2016",US-2016-108504,3,OFF-ST-10004804,51.48,0
Phone,"May 2, 2016",US-2016-108504,7,OFF-PA-10003892,48.91,0
Phone,"March 7, 2017",CA-2017-124828,3,OFF-AR-10003514,3.184,0
Phone,"September 10, 2017",US-2017-117247,5,FUR-TA-10002958,130.49,0
Phone,"September 10, 2017",US-2017-117247,3,FUR-TA-10001676,22.215,0
Tablet,24-11-2016,CA-2016-124485,4,OFF-BI-10000822,4.304,0
Tablet,24-11-2016,CA-2016-124485,2,OFF-PA-10004971,5.78,0
Tablet,24-11-2016,CA-2016-124485,4,TEC-AC-10002323,22.1,0
Tablet,24-11-2016,CA-2016-124485,1,OFF-PA-10004888,6.48,0
Desktop,"January 11, 2016",CA-2016-159212,2,TEC-PH-10003988,10.9,1
Desktop,"January 11, 2016",CA-2016-159212,3,OFF-EN-10002230,83.93,1
Phone,19-04-2016,US-2016-161396,2,FUR-TA-10002622,102.588,0
Phone,19-04-2016,US-2016-161396,5,OFF-PA-10000418,83.88,0
Phone,"June 4, 2014",US-2014-118486,1,OFF-SU-10004498,10.304,0
Phone,"June 4, 2014",US-2014-118486,3,FUR-TA-10001039,51.588,0
Phone,"June 4, 2014",US-2014-118486,2,TEC-AC-10004659,58.392,0
Desktop,"February 9, 2016",CA-2016-130407,2,OFF-AR-10002240,37.74,0
Desktop,"February 9, 2016",CA-2016-130407,2,FUR-FU-10001967,19.99,0
Phone,25-09-2016,US-2016-122245,3,FUR-TA-10002356,131.055,0
Tablet,"April 11, 2017",CA-2017-105144,2,OFF-LA-10003923,11.84,0
Desktop,"September 7, 2016",CA-2016-136329,2,FUR-CH-10002335,204.003,0
Desktop,"September 7, 2016",CA-2016-136329,4,FUR-FU-10000723,41.32,0
Desktop,30-06-2014,CA-2014-146640,7,OFF-BI-10002867,47.824,0
Tablet,28-01-2017,CA-2017-115994,3,TEC-AC-10000580,79.99,1
Tablet,28-01-2017,CA-2017-115994,3,FUR-FU-10003976,12.58,1
Desktop,21-09-2015,CA-2015-126697,7,TEC-PH-10002922,135.192,0
Desktop,21-09-2015,CA-2015-126697,3,TEC-AC-10004353,50.4,0
Desktop,21-09-2015,CA-2015-126697,4,FUR-FU-10001706,1.232,0
Phone,26-09-2015,CA-2015-124800,4,OFF-PA-10000501,21.568,0
Phone,26-09-2015,CA-2015-124800,2,OFF-BI-10000778,36.294,0
Phone,26-09-2015,CA-2015-124800,2,OFF-AP-10004980,30.336,0
Phone,26-09-2015,CA-2015-124800,9,OFF-BI-10003984,8.559,0
Phone,26-09-2015,CA-2015-124800,6,OFF-ST-10000798,19.984,0
Phone,26-09-2015,CA-2015-124800,5,TEC-PH-10001750,52.792,0
Phone,26-09-2015,CA-2015-124800,4,OFF-ST-10002743,90.912,0
Desktop,31-10-2015,US-2015-164448,2,OFF-BI-10002949,4.864,0
Desktop,31-10-2015,US-2015-164448,5,OFF-EN-10002600,2.95,0
Desktop,31-10-2015,US-2015-164448,5,OFF-BI-10003708,5.96,0
Desktop,31-10-2015,US-2015-164448,14,OFF-LA-10003510,30.53,0
Phone,26-11-2017,CA-2017-122700,8,TEC-PH-10003092,27.594,0
Desktop,19-12-2014,CA-2014-120768,6,OFF-BI-10001191,25.46,0
Desktop,19-12-2014,CA-2014-120768,1,OFF-SU-10004115,7.27,0
Desktop,19-12-2014,CA-2014-120768,14,FUR-CH-10000513,129.99,0
Desktop,26-12-2016,US-2016-153129,5,OFF-PA-10003673,6.78,0
Desktop,20-06-2017,CA-2017-106852,6,OFF-PA-10001639,5.184,0
Desktop,20-06-2017,CA-2017-106852,2,OFF-AR-10003829,2.624,0
Phone,15-10-2015,CA-2015-139731,3,TEC-AC-10004975,87.96,1
Phone,15-10-2015,CA-2015-139731,5,FUR-CH-10002024,490.686,1
Phone,"December 4, 2017",CA-2017-122735,5,OFF-BI-10004364,5.94,0
